種類,臉書貼文,元氣網文章(LINK),元氣網文章(FB LINK),
【#失智二三事】#失智量表 #MMSE #CDR,https://www.facebook.com/share/p/15adJLwBTX/,,https://l.facebook.com/l.php?u=https%3A%2F%2Fhealth.udn.com%2Fhealth%2Fstory%2F10699%2F3981574%3Ffbclid%3DIwZXh0bgNhZW0CMTAAAR0cgyCb-xg6HuKDvwNR20OAOAVO5sTexMcGRdoq2rZ41t2j_n3vPbk6kD0_aem_fU_i1s_N15Ejagbnm9Eq0Q&h=AT3oxSqhul8nDDpzscRVWwf1GVztHlRF2WcJtXiXYPHDl7J6Yz2c57BCxysfWg4Ypl23tmTwdPO--9enKDiQSo--YqJPlB7OMsH99T5CqbEDXKCet-1a28SqTS2DSkDvERl5&__tn__=-UK*F,
【#失智二三事】#失智風險 #吸菸,https://www.facebook.com/share/p/1An8vrNxAT/,,https://www.facebook.com/share/p/1An8vrNxAT/,https://l.facebook.com/l.php?u=https%3A%2F%2Fhealth.udn.com%2Fhealth%2Fcate%2F10691%2F10697%3Ffbclid%3DIwZXh0bgNhZW0CMTAAAR1i-pz1zg2drmVVicnQDkjS247JIhy-k87MBBAY-lwl4ngHT5JURKlUkv0_aem_dIXQOVoEJT84Ww8uMGCWoA%23category&h=AT2q7Mvet3OJ9hMA1UyiOf-jynM8Ruc032OAHK_1QSsWnDNV1KxnhA-zh2xUANJ5IFiny9e53exSpOq2ND-jpQbyaEtJw__p5Nx_fvpMzWw2fa0mBlW1fUl0QyjURJN6ZjVN&__tn__=-UK*F
【#失智二三事】#嫩化食材 #小撇步,https://www.facebook.com/share/p/15mERzwWtf/,,https://l.facebook.com/l.php?u=https%3A%2F%2Fhealth.udn.com%2Fhealth%2Fstory%2F6631%2F4237487%3Ffbclid%3DIwZXh0bgNhZW0CMTAAAR0cgyCb-xg6HuKDvwNR20OAOAVO5sTexMcGRdoq2rZ41t2j_n3vPbk6kD0_aem_fU_i1s_N15Ejagbnm9Eq0Q&h=AT33cGISCiQBx4z7kxN3YJdiYoXIC5ZKuCi9Hv8ORmd9e4qqUdsdz53Uuj-_hA6ApUibcdhI3-p2ASAI7sIsaEHyY0nRfytaLeHZjZwNsFQMX1MS57SYauaOUBC7NJSBqmLq&__tn__=-UK*F,
【#失智二三事】#安養機構,https://www.facebook.com/share/p/1DjyRcJKQV/,,https://l.facebook.com/l.php?u=https%3A%2F%2Fhealth.udn.com%2Fhealth%2Fstory%2F6631%2F3278900%3Ffbclid%3DIwZXh0bgNhZW0CMTAAAR09U9qqVRXunZ--bp_V1i0M10GXQFU4lMOf1vit18ChudsygCHcwDQ1_9o_aem_MS2dUgcxbkBNvxAm6_Xu0w&h=AT1Jlq-UaZYhjgeqUsilAyDtP-4t8E2sdICe4YcG1TY8Twgs3PYQFFvUY9GTlRdf2-NRliA5r51XFUuw0U2wbG0ilcmgPwLDNaa7-83JUR8_Lk8wnAxkfHVdPqQGO2cgW6nZ&__tn__=-UK*F,
【#失智二三事】#居家改造 #讓失智者更自在,https://www.facebook.com/share/p/15YPqGVpbc/,,https://l.facebook.com/l.php?u=https%3A%2F%2Fbit.ly%2F2oT176s%3Ffbclid%3DIwZXh0bgNhZW0CMTAAAR2CViCyVXWEcbB5stmHdSXKiw64Bis-LEXTuffX7mOx5sNqdms_Ky3H478_aem_rtYR4WfuTfVC2OrSdyKzXw&h=AT2D7OGYWARWYiG6bD3PAoGq80O5H8BSxRpXxlzBFueKJyPdqWxcu3b1eVipy358EIYlkenwiWn_P33GtDz27NOVWbFOetZv6O_UF8y99O7rvhtF4WFGskhQpobRvokZC9aw&__tn__=-UK-R&c[0]=AT1soZZSvwD6yBJUqKdm1jEw1Y0U8iPYUpyeXtKA6u2DuChpP3XN1Z9FnWi1eH22k-GpNvsCFPXyxx-Eh7CQzPFiRdTVF61twq7sdmxheYfYE6ekOqJxvlWZZ2GG_UqLLkfr7pe0ygR5Z56k-MA_7xA2eUkW1u-SWaRlzwuPCgayJYvQplgFLPAEIei4nFUT7dqY,https://l.facebook.com/l.php?u=https%3A%2F%2Fhealth.udn.com%2Fhealth%2Fcate%2F10691%2F121919%3Ffbclid%3DIwZXh0bgNhZW0CMTAAAR2Nkprv4au5C86LVhsoQxF-Ar_pAPvRXHywPKfZObDPjXxaIWWDMCv6H_o_aem_VCbT8dK8L0usfB-cpwCeZw%23category&h=AT1JLYmMsg3lxQRtqYKZ0ox3F9WSeRomKKMWFPe5qijb451PrG-bJYlXiIgbczfXoQGA2l4cz2lE3Py-IcqqgblQmVTOPU29gPOLP3b_eAH00mdOfX2vFe0W1k35vKrArsRD&__tn__=-UK-R&c[0]=AT2IBz79yIobFQqxY3-j_eOsS7NNh7FpmGOqrZXWKWPy3vCFm2V8MTeU4SW9WmKncwkDSlk0NPBsyidVYnGGlxD10v-zmJfj6Bac-GeHFl64JMtdF8ZjOIGx7RgzQ50dKafdzk8WHq9mPxEfW6rjpOXKNfXtWTg5BCk9geYzdGx7JEXsw5SC20pvizYiYmroHZ6t
【#失智二三事】#居家改造 #適合失智者的環境,https://www.facebook.com/share/p/1FRRcnSUsy/,,https://l.facebook.com/l.php?u=https%3A%2F%2Fhealth.udn.com%2Fhealth%2Fstory%2F10696%2F3701487%3Ffbclid%3DIwZXh0bgNhZW0CMTAAAR3r_6xVSnrV7HeObOgU0_C7mhjrtXXmGMhj80mv-__8GQQ4k5QKxlC2zS0_aem_r9qbWuR3cZITSTg6ufejOQ&h=AT34eFOHhlmbTEDmybQNrbktbpLsc-xL2Mip5fCHyme_4ZLeNBwpVP4iWg1MFk6PdDc4LxNxEMHVCCh6EJKw1GXXqLyH6eox2alCcU6hGPaR9XnholeUgoIBblAdqXj_amVO&__tn__=-UK*F,
【#失智二三事】#年輕型失智症 #知覺統合治療,https://www.facebook.com/share/p/12EbKdwH9PW/,,https://www.facebook.com/share/p/12EbKdwH9PW/,
【#失智二三事】#年輕型失智症 #知覺統合治療,https://www.facebook.com/share/p/15KsHBXuB5/,,https://l.facebook.com/l.php?u=https%3A%2F%2Fhealth.udn.com%2Fhealth%2Fstory%2F120705%2F4574923%3Ffbclid%3DIwZXh0bgNhZW0CMTAAAR2sXLUxx2xoQSWc_lX22rBiKKDY-fJlTvQdAy3KTfkCzSHQd05HYEjQJ08_aem_qdnLtIyxDMClQ3tapNRnyQ&h=AT0dLP6sOIqIEoKmeX1xtub8iVFl5uvcdAUMjBGfPXEVB6qBcfsPVVDlq0cPt1vDYAdY3J01h2327ysax1p8FiL6UxvUPBkppUP_S-lq1DatR0Ht-7JRp-21XRaPf0LV-hRI&__tn__=-UK*F,https://l.facebook.com/l.php?u=https%3A%2F%2Fhealth.udn.com%2Fhealth%2Fcate%2F10691%2F10696%3Ffbclid%3DIwZXh0bgNhZW0CMTAAAR2CUF1iztUeprUZMyhPvS4v10QIJ4CdhmUNgVeEmzznis5ha1FX1Zsy7Ro_aem_cBIJz3BM00M1uyqOYVcUCQ%23category&h=AT10k2wNYRgr74jkU4aCJvdFJtUfqhpaxKKVeHGobhjgtwrtaZE2Y1_ZkKpDtx0a-PsyG3oDPR3JwqWHdPRBGgEHUAQXGEJuRAAL_eZGttaiXUmH7cDb4sEk77dNvND_Ztmz&__tn__=-UK-R&c[0]=AT2P0YH1d8E1XsfchYh8_cX_WOlHbxk59VxO5UJKvu-LI6nGZIrFAz8jnrVp5DKd0d849vGRAODbYUZaVUR8nVLqiURABajVRxqvc_YzTRSYxbtBlg61MJ7PlfiVCwH2cVPESWbiUCCuC2XiB91pBwux7rqxWuwM7FulnsHEUM_EhzFfEsjkac9Kp9UUnT2wKfwJ
【#失智二三事】#年輕型失智症 #知覺統合治療,https://www.facebook.com/share/p/14SQWTzuhf/,,https://l.facebook.com/l.php?u=https%3A%2F%2Fhealth.udn.com%2Fhealth%2Fstory%2F120705%2F4574923%3Ffbclid%3DIwZXh0bgNhZW0CMTAAAR1hnJ58dSkRd3AhkUSikX158_oxf_UqzXemMAxalsxuvqgsnB7xslcig9E_aem_ytH8T3AYcPAFqNYMo8GiAg&h=AT2fqhtYAI1rAJHSxdIklweJTie-UUfFLpAlfiq873j-znC57ZN4dGj-RV2VdW5M9ow-ZvClHDcsmmlN9hv_OJjeMGPHRLCA0DVh_t01MT1B1zP7xXhhhlBlXH9qX3zG23zG&__tn__=-UK*F,
【#失智二三事】#年輕型失智症 #路易氏體失智症,https://www.facebook.com/share/p/15nU8Vwunm/,,https://l.facebook.com/l.php?u=https%3A%2F%2Fhealth.udn.com%2Fhealth%2Fstory%2F10698%2F3077431%3Ffbclid%3DIwZXh0bgNhZW0CMTAAAR0DJWZ-UVpBi8xSfnebORPimdyJHV3NB-rvN6qGQrWoFbE1XHahFVmtYLE_aem_I2IAW_LOCPH8CTKwVv44Yw&h=AT1-m9oHdzziMSL1P1LbRXJjacCMoo_WpGgM7qdhFB3SxwKeAknKk6XUAevGdu00tVLYK_YMvIWytR4OoN4IMqmzHwghSaD3JMCMSz4TOiee9AP1d0flGFYRlPCyV596Yxa2&__tn__=-UK*F,
【#失智二三事】#年輕型失智症 #路易氏體失智症,https://www.facebook.com/share/p/1881ASs1up/,,https://l.facebook.com/l.php?u=https%3A%2F%2Fhealth.udn.com%2Fhealth%2Fstory%2F10698%2F3077431%3Ffbclid%3DIwZXh0bgNhZW0CMTAAAR07R9cWLFKBonTe8kCvzkmE70-MM9FjMaXhgdXpAyyqr8ZHB5-6zk3w7Zk_aem_nMWF0rwN25H1daIvoLCH_g&h=AT1Un1ub7oZrf9m8xbMba-oNKl79VhlP1jXjLwxbBJtLSz_Q2tr0eNvei37mnVwnjXcysnOKnAO08ThAC2VgiCC18WpewHsBW3_A4ETPx_3RTiZ5O4ope49VYwsseMo6mfig&__tn__=-UK*F,
【#失智二三事】#幻覺 #視知覺,https://www.facebook.com/share/p/15jtUrLC9j/,,https://l.facebook.com/l.php?u=https%3A%2F%2Fhealth.udn.com%2Fhealth%2Fstory%2F10696%2F2302418%3Ffbclid%3DIwZXh0bgNhZW0CMTAAAR3fWLhPMLtJzCQ2NSWDYx74AMLO26_oFu9ezUQvrkUNNRSEd-ZATBbLgVQ_aem_cn1lh5TqLWlq2BlRAx0-SA&h=AT2BEOwTCRgXQr9J71Hps_YinKmCbdG36YdCDg97F7Ws_eF1PO0kV4TFS9cGgkawkBP4ak6prSj2o0U2K8zntGF6EaUzyoBzt3_Dd0otR9pNUMoP4NuihMIRm2hNGAN1PJJM&__tn__=-UK-R&c[0]=AT1Y8AhsPHP7L1OLRo3UFIYCZcjupjkhPbyAPdWAigX4SgwPyE16La_z4anCKc5VzJClvE1nN9iH883g70Crdz1Gti7h_lOTrLgmR3PWy1YUWEK9c3M1kuvi1HP3Xv_QcIh0wjMdsevNt9NogN0vfB6G_qGfbriogt2Mo6I6R5untcjD046_TTRDhG9akrJzFc4a,
【#失智二三事】#復能服務額度可預支 #輔具租賃補助,https://www.facebook.com/share/p/15gVgaT47F/,,https://l.facebook.com/l.php?u=https%3A%2F%2Fbit.ly%2F2IsxYco%3Ffbclid%3DIwZXh0bgNhZW0CMTAAAR09U9qqVRXunZ--bp_V1i0M10GXQFU4lMOf1vit18ChudsygCHcwDQ1_9o_aem_MS2dUgcxbkBNvxAm6_Xu0w&h=AT1-i3atbcQMhFTlvU8M-x4VQW0jvznxNHHz6I64qY1G2EiI3HmXwUf0sTbZ1AFEiB_Jfh5q5cMeW-1OXn3w4VIMjYdXbfGK-Ced23TbYDKirTOch9zCkdbPI4Ra-U4SYSUD&__tn__=-UK*F,
【#失智二三事】#思覺失調症 #輕度行為障礙,https://www.facebook.com/share/p/1EmZUjKqGe/,,https://l.facebook.com/l.php?u=https%3A%2F%2Fhealth.udn.com%2Fhealth%2Fstory%2F5964%2F3590511%3Ffbclid%3DIwZXh0bgNhZW0CMTAAAR07R9cWLFKBonTe8kCvzkmE70-MM9FjMaXhgdXpAyyqr8ZHB5-6zk3w7Zk_aem_nMWF0rwN25H1daIvoLCH_g&h=AT1MjoILSWc6uRqhXakqobvxNrtZwyzPuotWv0iacUSPSGFQhNnoRIAIBLNFjRf6tuIR7tvQawq0N-KrDsskZhvzqfDTyhFrusp4g6iNknCS1Cr5lH6fMDZgKoFgs8keN033&__tn__=-UK*F,https://l.facebook.com/l.php?u=https%3A%2F%2Fhealth.udn.com%2Fhealth%2Fcate%2F10691%2F121919%3Ffbclid%3DIwZXh0bgNhZW0CMTAAAR2V-j3Wp7TQ5i0tOb_xfYq-Ivfxd1KPnQy5hR12hDOG3vgH7Bhhl4SZVmE_aem_CFQBUQwaVJJRv-fbNwrI2Q%23category&h=AT0yJennfKvziE8S5fB-N5fcfEDKD0xdvHRJsk787UKGRORAWAa--HvzRfdsjmHaXRJQ3pX-mIIQwBezgx4k9L0x6lRJPILwKDQeiKpmSQ1mJe0Gzc5seuT0T-7DnaWy2_qf&__tn__=-UK-R&c[0]=AT3iSAwAAHfCmkGOLH6ous1CNeW_spJ5BtvBjmTwKNyPXanw-oukwdfwUfv4WRzkjSvLYtG-3Fz6mvFJUJUdloArabXEPUtNZr52BRlkWOGuT3b_xozhXoCdDlMULGPZp3I66hOGgKINP2g1NXH7Qylanpe3qWzTcauSIFILdVU0uyXLSl_fKRYX1hcfQvbnJOeZ
【#失智二三事】#新冠肺炎 #居家防疫 #這樣動不失智,https://www.facebook.com/share/p/1Ar8fx4DUU/,,https://l.facebook.com/l.php?u=https%3A%2F%2Fhealth.udn.com%2Fhealth%2Fstory%2F10697%2F3701483%3Ffbclid%3DIwZXh0bgNhZW0CMTAAAR1I2_9u7s4OktX44-ujBpP0bPjMOMteAmmQADULMCk6CQIyO2TsaURCiR0_aem_6Qt-1RKSqapml6B21-wsBg&h=AT34RCRwsa8Ilc3FM7J_ExUB1Bs5HtLp-CQ26tCLe3cb1KxSIIvaAUhZuiYtt42BSe7Yr_2Y_zn13bbQlCkfODOIOFdourHgy_amt2xbKhFi4NXrmfTfmKMUIXjDqHKhWCWp&__tn__=-UK*F,
【#失智二三事】#新冠肺炎 #這樣動不失智 #拼圖,https://www.facebook.com/share/p/18jXhKMPVA/,,https://l.facebook.com/l.php?u=https%3A%2F%2Fhealth.udn.com%2Fhealth%2Fstory%2F10697%2F3701483%3Ffbclid%3DIwZXh0bgNhZW0CMTAAAR0cgyCb-xg6HuKDvwNR20OAOAVO5sTexMcGRdoq2rZ41t2j_n3vPbk6kD0_aem_fU_i1s_N15Ejagbnm9Eq0Q&h=AT18neKL0n4Iln1noeOUBwgPcw-3_5-M95lAn7jABWRyF9x3gYsqiqVW6N9jvLVI0WFk1T0GxsEMJY3TE5CdYAiaQBC3g3tjaPR1RZqX-pmYAvzVBptkAZ3B3ymOQmfsjExb&__tn__=-UK*F,
【#失智二三事】#日落症候群 #焦躁,https://www.facebook.com/share/p/15Vs5SmD55/,,https://l.facebook.com/l.php?u=https%3A%2F%2Fforms.gle%2FtUE4CBgbuN6wZAyd7%3Ffbclid%3DIwZXh0bgNhZW0CMTAAAR0D_aMGpi6JeZDX0l2YtkE-Axfc_Q6Nv-3koEqo7vag6KQnqhcc0VR4JbI_aem_7MKByyhuc7z0UBLSmZDi3A&h=AT1ehIlDVXiaXxYW6Kpv4ETLsJ9O_XNIqdupB416Z03CG2RN4mMHAI5NRPyfY9feb_pjZLt0Mi_mAtsGV4XTPccudMv7H-F6ABOfKRH5s-z_3lbr2HCKjiEDL1yRU-fM_Rjk&__tn__=-UK*F,
【#失智資源】#新北新共照 #失智症識能 #土城醫院,https://www.facebook.com/share/p/15iNJ4aLy8/,,,
【#失智二三事】#步行數 #失智風險 #陳亮恭,https://www.facebook.com/share/p/19YwsAt88m/,,https://l.facebook.com/l.php?u=https%3A%2F%2Fudn.com%2Fnews%2Fstory%2F7266%2F4082189%3Ffbclid%3DIwZXh0bgNhZW0CMTAAAR2sXLUxx2xoQSWc_lX22rBiKKDY-fJlTvQdAy3KTfkCzSHQd05HYEjQJ08_aem_qdnLtIyxDMClQ3tapNRnyQ&h=AT1hFzjHxgIpj6PJ7MZ7TKhP3YRCtg67bH-YYZFbcVLBAWUNZlwL0jxPitX69APjZDwIhSoGSlMa0XAj0leWiXF4KBn2R3-p_ER-tr-GOrs-maJb_5RdfrDyuVwZjaIkrS2F&__tn__=-UK*F,
【#失智資源】#新北新共照 #衛生福利部臺北醫院,https://www.facebook.com/share/p/1EwPraUvmG/,,,
【#失智萬花筒】#新北新共照 #永和耕莘 #失智友善社區,https://www.facebook.com/share/p/1S7C4DJzPw/,,,
【#失智二三事】#步行數 #失智風險 #陳亮恭,https://www.facebook.com/share/p/19bB3sgNaL/,,https://l.facebook.com/l.php?u=https%3A%2F%2Fudn.com%2Fnews%2Fstory%2F7266%2F4082189%3Ffbclid%3DIwZXh0bgNhZW0CMTAAAR2APS9myeWF3LQF58UlKP4XDu2-B2x8s97Z-7oNmsXsBhqsMkf1JnAkDxE_aem_BPm0M9HMRo0lWcNeyySeHg&h=AT0qCWetMmOOJ82rsasqnz2O1vBqUD7-eHGuKEX518cGCmXeYhEyKMNrnXDubYgCA8tEPWkLlbfQrnZFsSKv1RwZHahMr4OztN9k2OdPyVcgONUtRqdywIMRDS52rEevU9nV&__tn__=-UK*F,https://l.facebook.com/l.php?u=https%3A%2F%2Fhealth.udn.com%2Fhealth%2Fcate%2F10691%2F10695%3Ffbclid%3DIwZXh0bgNhZW0CMTAAAR0Cg-8sADW8HNmn8nKFU2mW607geD9TLI3wyCp0Jtk41iRTH3PFPg4n7Bk_aem_RZYK-BJ_RJx4DIz9GNqbPA%23category&h=AT00UypBZ9WuZpE0q8A-VAxs5UZqFa8lvAfXczaIF252Jl9FZmjZJYlzwG1ipFddUMq0aR3CFeauaJ0CFSpNLp6J1HAQVBKyMn1ja8ZicQV4vq46iEMHECAn783ivxBGqvQI&__tn__=-UK-R&c[0]=AT2m4LXY4kZiy2db6ZPA66KqygVUts20xIViaUpcvC2MvykcFvuGTtKvn896Qn-_B8dC6VM3eerR1gdb3MI3NIuU7u8ETd3delB2UlFh5GCSjmynEpydTKUFb1TELa2W34p0Y08I9q1KmufKTLbxSUg5wV3BmgL6K_hnakvwRtc1sXgYTWg_oT-B2BsiwsT35NEs
【#失智二三事】#照服員 #居家醫療 #長照,https://www.facebook.com/share/p/1EsDLqfwP9/,,https://l.facebook.com/l.php?u=https%3A%2F%2Fgoo.gl%2FaJ4SXS%3Ffbclid%3DIwZXh0bgNhZW0CMTAAAR07R9cWLFKBonTe8kCvzkmE70-MM9FjMaXhgdXpAyyqr8ZHB5-6zk3w7Zk_aem_nMWF0rwN25H1daIvoLCH_g&h=AT3mOdiRxobOXdd5UiifNLyC-5XiYVcANNokPqIKDB9tbbcOU4H9_iJXEfOZ3hrD66W4bErwKn-TU42CNGV5UQmEiajdIISnDKzCH3BZQ0io2wIXa30fWhuK2sYgcuJddRRP&__tn__=-UK*F,
【#失智二三事】#用藥安全 #周元華醫師,https://www.facebook.com/share/p/15UPoaX53p/,,https://l.facebook.com/l.php?u=https%3A%2F%2Fhealth.udn.com%2Fhealth%2Fstory%2F6012%2F4230607%3Ffbclid%3DIwZXh0bgNhZW0CMTAAAR0D_aMGpi6JeZDX0l2YtkE-Axfc_Q6Nv-3koEqo7vag6KQnqhcc0VR4JbI_aem_7MKByyhuc7z0UBLSmZDi3A&h=AT2kLwUycOOmorfqjEkhL3PvmoV6Et-HRDQEcnL9_wAY2BjonKImg3PZ6JZ_fdL7My6oVBj6oZj5U33fIIT8CWlqfIMAv786qAIbvTv4gbZkWSkg3wA0jgEsNhg6mhzmqRqf&__tn__=-UK*F,
【#失智二三事】#用藥安全 #多重用藥,https://www.facebook.com/share/p/1H9dHsW6CV/,,https://l.facebook.com/l.php?u=https%3A%2F%2Fhealth.udn.com%2Fhealth%2Fstory%2F6012%2F4230607%3Ffbclid%3DIwZXh0bgNhZW0CMTAAAR0u7Nq-HoE05701UkCb95hGuWiAFeV0MrIpu4pgDXdz4jV-scSIKSpXzX0_aem_61BzYPC2Mku0KNczb7XCqg&h=AT2PpKsD40jCfYE_wz1TFZJ4zq6rKk_tpwnsikJOH5166cubBCsl4VJclnKmcHQmb1mwOIOiXLL-_eWfcCzbM7Q0FAfNccaPSDO7ni5wWDxK0zrjHQCTECXpZ9LrJM6qKKR6&__tn__=-UK*F,
【#失智二三事】#用藥安全 #多重用藥,https://www.facebook.com/share/p/15U5gGL118/,,https://l.facebook.com/l.php?u=https%3A%2F%2Fhealth.udn.com%2Fhealth%2Fstory%2F6012%2F4230607%3Ffbclid%3DIwZXh0bgNhZW0CMTAAAR3_FYrzpCQmiD4Pnm0uSa__E_jC6jp7QovSBMYYdEYhe9e1DHzFE9B9Lwc_aem_GwheEf-h_EvFpmMK4i-yew&h=AT1X4J6xXW-CDthboMLfYr1corcunhgaSbvRBXcS1l1aluKf86SUZ44O10m6vVD93oCp-pUyzgmPBvmhJVuv2knFOYR9DX4P9I2ZXAyEncVIs1MN0i-_L5ij_oI15P8cHGaM&__tn__=-UK*F,https://l.facebook.com/l.php?u=https%3A%2F%2Fhealth.udn.com%2Fhealth%2Fstory%2F6631%2F5778442%3Ffbclid%3DIwZXh0bgNhZW0CMTAAAR3UfhBhfvcf84Z4dU7vKgoHaTLFTtRfw6bWrxFR5pKR0yHuLGHUYecGymo_aem_USSaXtl_dZmjBJpfEQF-mA&h=AT12zk8T3S6EdE6kudwZRVVXMd3wpJwvGgMOS9Vbow_XuqzBcF6fj0AtB7ED-q7ygWRAnX87lqlBEhnhJZapdn_zy8-kXySpsRzrxJ5Y1nkxi6ijNMaAwHFYMX1iaRPsKiEv&__tn__=-UK*F
【#失智二三事】#病主法 #預立醫囑 #如願善終,https://www.facebook.com/share/p/15S1L91ysJ/,,https://l.facebook.com/l.php?u=https%3A%2F%2Fbit.ly%2F2Nn7WrX%3Ffbclid%3DIwZXh0bgNhZW0CMTAAAR1w2N8ID_QFqeNe9OocW-Ix7YJbVW_OUYOR85gCfn1TCxsyyKJZNxFpV2c_aem_dNhFkXez3jlslRp4E3_V4w&h=AT2b1jKDGb-NOlT-cdpSeZunb9y_40GCKT-e_H2nuqJLAz6OMnfjkplK4Fe41suTjSU7VTZJSIKW4K8AilNBmFI1N7EWln_p5xgbuan1_VQk_Ppd7362ZWDpNT__4wHOuu5C&__tn__=-UK*F,
【#失智100問】#預防走失 #警察局 #指紋捺印,https://www.facebook.com/share/p/15tz1RaK4w/,,,
【#失智二三事】#端午節 #牙口差 #質地棕,https://www.facebook.com/share/p/15VPCshZGB/,,https://l.facebook.com/l.php?u=https%3A%2F%2Fhealth.udn.com%2Fhealth%2Fstory%2F6037%2F4653711%3Ffbclid%3DIwZXh0bgNhZW0CMTAAAR3_FYrzpCQmiD4Pnm0uSa__E_jC6jp7QovSBMYYdEYhe9e1DHzFE9B9Lwc_aem_GwheEf-h_EvFpmMK4i-yew&h=AT1KNLkVLz5NsBLAfs1XTPv4oSxHRTY18SFtdEWKBCF9wTJY9MQ_EHXjd1hA11JOdjpU9powkxX67_9mGNCt6uS1kl2YoldwAxozTNs2pqXl88CXRNIRn5zU48YMi-BUNpyh&__tn__=-UK*F,
【#失智二三事】#紙尿褲 #復健 #漏尿 #外出遊玩,https://www.facebook.com/share/p/1BC9ekYzRK/,,https://l.facebook.com/l.php?u=https%3A%2F%2Fhealth.udn.com%2Fhealth%2Fstory%2F6631%2F4717901%3Ffbclid%3DIwZXh0bgNhZW0CMTAAAR2sXLUxx2xoQSWc_lX22rBiKKDY-fJlTvQdAy3KTfkCzSHQd05HYEjQJ08_aem_qdnLtIyxDMClQ3tapNRnyQ&h=AT34FimRkKjJPM08gtLCXf58wxpy926O3J_nSt0aFBrUIyGWu7teFyaBJfaP6a0zqxcauVRlsEbzhF15lo7Yb2key8NqbAgBWNop0DO5HBRUj7_klAAcf9fn2ziuBv9Ynorb&__tn__=-UK*F,https://l.facebook.com/l.php?u=https%3A%2F%2Fhealth.udn.com%2Fhealth%2Fcate%2F10691%2F10699%3Ffbclid%3DIwZXh0bgNhZW0CMTAAAR1i-pz1zg2drmVVicnQDkjS247JIhy-k87MBBAY-lwl4ngHT5JURKlUkv0_aem_dIXQOVoEJT84Ww8uMGCWoA%23category&h=AT3utI-bjIfJuOXToRVz_ez3GOkkwqawdU3KJoMwPn0fQAF9P2yncsPvD60_E_A0clEZ74bBvYu4svs5JmCKlD553-Ri0TW9xQRA7gMUwbkk7pbUYiae1lXBA-i31dR2cVO5&__tn__=-UK*F
【#失智二三事】#老人病症候群 #認知功能衰退,https://www.facebook.com/share/p/15fgNaj6eZ/,,https://l.facebook.com/l.php?u=https%3A%2F%2Fhealth.udn.com%2Fhealth%2Fstory%2F6631%2F4136667%3Ffbclid%3DIwZXh0bgNhZW0CMTAAAR3ynxd8eKOWFqkKq0zs3S9DTY0tUm7VuqBc5zEKV_VUpABFJRyBCC43nmI_aem_o4kJCryaYRAqu9_h5oNEIg&h=AT03CRxw7ht9WtnfLCi8ZYAvttvyH3zbmiBRG3mJGmap2ANjwY785Syy6NoeIhQW2KJC7QD_zJQy0P3V8dKrbo20IQc7_UI4ovh_l8n7fgGW7j2Qmn1mzDKNHTcnK8kq6EsK&__tn__=-UK*F,
【#失智二三事】#老人病症候群 #認知功能衰退,https://www.facebook.com/share/p/15hxKQFzZx/,,https://l.facebook.com/l.php?u=https%3A%2F%2Fhealth.udn.com%2Fhealth%2Fstory%2F6631%2F4136667%3Ffbclid%3DIwZXh0bgNhZW0CMTAAAR2APS9myeWF3LQF58UlKP4XDu2-B2x8s97Z-7oNmsXsBhqsMkf1JnAkDxE_aem_BPm0M9HMRo0lWcNeyySeHg&h=AT2OSurm-eymj-lcIkX5BmbgA4fj7cJ2XC7hxxmMP0vrTRPIi563HW3EMHmvxcCv_ZRsKq4lbvvARHCf3Dbw6dI_l6cuFNIp5vYKUgGjYVrV79-a18z7ejs_JXdt10hUQeLh&__tn__=-UK*F,
【#失智二三事】#老人病症候群 #認知功能衰退,https://www.facebook.com/share/p/1ArhYxRvUw/,,https://l.facebook.com/l.php?u=https%3A%2F%2Fhealth.udn.com%2Fhealth%2Fstory%2F6631%2F4136667%3Ffbclid%3DIwZXh0bgNhZW0CMTAAAR0dhoD8qsvgXvNh9aHsG80QaZwuacEVT_Rr5x_rRPr5Mr9g5Inl_AtEcT0_aem_6cCFvsqOw5KllolgvoahUA&h=AT1V5_RWaXmqW_WgnnRMrc3j2YPNewLAOBWHYpculdT1osldDEdewzOQ2PwLyC0FkOEknKYDG99JAEAzP1No2PoQ_FywGQwEn1N1eyEJ3yiHcYnQiNqdJSwTTWgYx9zcKJIe&__tn__=-UK*F,
【#失智二三事】#老人病症候群 #認知功能衰退,https://www.facebook.com/share/p/15LikcmbKc/,,https://l.facebook.com/l.php?u=https%3A%2F%2Fhealth.udn.com%2Fhealth%2Fstory%2F6631%2F4136667%3Ffbclid%3DIwZXh0bgNhZW0CMTAAAR0dhoD8qsvgXvNh9aHsG80QaZwuacEVT_Rr5x_rRPr5Mr9g5Inl_AtEcT0_aem_6cCFvsqOw5KllolgvoahUA&h=AT1QbnChCwkm2VDNCaWZM-D_GRkD-c47N1WxiJHjc4F60bEf6SNMUhwvQvsCRNNSOPL8VSxTj5gSmlpLF0Xc9a7ea8dOtEfeTDnTSn1KgBhZuiplgSarbqxjjoDsdcyfbXX3&__tn__=-UK*F,
